key: 1886086990 rec:303 33 363 497 253 892 686 125 152 996 975 188 157 729 436 460 414 921 460 304 28 27 50 748 
key: 1192707556 rec:902 794 697 699 43 39 2 428 403 500 681 647 538 159 151 535 134 339 692 215 127 504 629 49 
key: 1455590964 rec:285 429 343 335 177 900 238 971 949 289 367 988 292 795 743 144 829 390 682 340 541 569 826 232 
key: 1780172261 rec:42 360 117 23 761 81 309 190 425 996 367 677 234 690 626 524 57 614 168 205 358 312 386 100 
key: 1265204346 rec:726 994 916 552 578 529 946 290 647 970 51 80 631 593 857 627 312 886 214 355 512 90 412 479 
key: 241909610 rec:969 189 274 355 641 620 433 987 888 338 566 770 284 856 417 606 260 849 237 205 59 217 518 945 
key: 471990783 rec:873 458 873 637 289 483 607 478 757 314 471 729 100 459 618 438 25 388 74 233 157 681 493 358 
key: 1635550270 rec:699 417 839 569 363 622 794 173 847 431 462 682 390 292 791 57 115 521 157 574 491 947 951 231 
key: 521035021 rec:537 740 54 30 98 325 81 516 516 2 231 139 796 404 338 580 218 21 970 862 812 379 977 685 
key: 1859031536 rec:904 176 483 207 759 857 744 499 911 127 950 236 560 818 105 563 49 244 711 805 934 291 375 955 
key: 629593614 rec:589 768 993 918 805 882 822 982 717 30 93 574 126 593 486 253 543 74 814 713 179 377 762 775 
key: 1941727088 rec:919 710 732 294 17 346 235 137 691 153 943 573 328 925 291 710 18 217 836 963 55 90 858 130 
key: 1988714904 rec:571 661 633 685 789 73 604 851 805 250 868 503 485 6 195 639 949 120 967 226 763 677 596 981 
key: 34740865 rec:560 36 955 770 518 211 342 532 196 379 321 270 984 172 427 234 40 283 72 398 830 63 347 950 
key: 1520982030 rec:573 714 59 522 47 924 82 435 232 204 954 443 898 486 640 278 159 262 262 683 41 848 723 324 
key: 207026272 rec:122 154 335 821 457 365 747 171 776 269 218 701 703 653 933 907 959 728 806 797 720 84 308 334 
key: 811742698 rec:991 376 898 715 52 171 189 559 506 10 16 224 109 539 0 378 109 53 81 114 338 989 426 67 
key: 180785147 rec:223 787 231 532 122 281 875 850 179 590 254 350 131 813 857 494 181 81 603 720 433 982 181 487 
key: 209359415 rec:296 825 404 722 892 551 297 32 134 181 506 415 57 708 595 999 962 297 483 776 154 977 309 587 
key: 672139932 rec:382 21 266 563 860 682 211 685 86 285 930 990 583 314 476 116 820 892 525 528 839 525 490 136 
key: 61101360 rec:618 643 337 928 582 621 310 955 888 225 815 570 437 853 8 722 783 350 657 97 827 126 269 71 
key: 1287726651 rec:149 910 528 639 398 888 610 393 577 890 976 199 552 931 87 777 99 657 566 952 17 641 735 368 
key: 1736491298 rec:184 195 776 805 266 428 954 528 308 593 278 197 555 672 774 445 0 325 997 283 412 127 382 421 
key: 981914693 rec:334 439 334 421 159 985 957 354 761 762 972 541 716 852 850 662 482 399 217 154 173 15 506 851 
key: 771476364 rec:790 263 491 172 37 537 859 828 871 280 987 856 590 341 970 352 665 511 69 517 361 83 351 112 
key: 1928189300 rec:506 638 667 364 489 32 154 104 875 679 141 412 538 969 636 170 956 844 760 649 814 465 314 326 
key: 221713886 rec:183 39 969 535 152 621 393 790 289 109 631 673 264 735 548 295 877 313 833 198 949 355 155 793 
key: 1369678468 rec:156 960 933 823 286 171 358 677 140 245 181 761 990 323 50 100 954 75 364 42 624 659 919 289 
key: 1176225844 rec:469 238 551 976 383 19 133 343 304 956 981 475 666 11 967 912 192 729 902 868 131 2 174 207 
key: 38649718 rec:216 183 377 487 472 573 957 62 125 933 797 496 418 141 153 726 474 980 393 485 948 305 30 29 
key: 311269559 rec:898 160 562 424 719 280 641 902 10 480 726 583 789 140 708 723 938 557 493 431 710 220 905 690 
key: 1881049613 rec:391 638 270 421 667 829 671 180 743 95 899 24 88 154 386 569 232 969 710 373 30 433 663 587 
key: 298167279 rec:94 649 499 351 339 464 742 330 86 515 349 915 186 881 11 634 133 387 722 287 773 643 519 742 
key: 1549495354 rec:244 124 139 259 63 418 353 712 269 705 404 733 799 734 819 315 435 87 853 669 450 487 802 837 
key: 75245562 rec:89 610 205 960 704 911 557 829 403 816 892 821 522 605 443 579 361 528 378 447 700 45 882 787 
key: 550804899 rec:551 589 386 353 426 948 794 36 506 107 92 417 664 921 820 480 166 994 354 123 437 933 484 317 
key: 1987106312 rec:931 17 709 165 156 608 69 745 995 422 171 295 569 559 801 676 652 571 340 925 743 172 91 89 
key: 1510906527 rec:566 878 812 50 196 124 333 213 186 499 370 794 568 115 141 342 639 437 263 198 590 939 202 513 
key: 286791631 rec:128 257 804 571 346 683 138 225 495 540 421 972 226 634 158 725 356 952 645 472 446 339 111 883 
key: 78417603 rec:661 825 542 216 339 174 344 596 330 267 294 13 757 519 860 650 292 832 876 279 990 953 635 295 
key: 1018041598 rec:107 741 937 570 976 540 584 801 83 800 492 609 496 440 939 763 735 304 873 606 164 523 251 349 
key: 928682751 rec:530 339 704 165 986 302 625 79 591 547 407 484 131 561 919 931 53 528 427 494 819 543 581 123 
key: 116423768 rec:187 639 643 438 988 394 320 680 98 486 18 752 463 98 695 10 505 179 142 66 98 425 472 978 
key: 1559382853 rec:966 797 748 547 272 516 86 912 159 877 900 553 197 932 3 35 951 107 498 49 154 861 906 334 
key: 1371570003 rec:325 784 428 797 763 633 115 560 381 14 185 897 100 97 408 329 349 313 879 634 316 914 585 775 
key: 649022765 rec:986 930 626 892 616 629 569 752 409 366 515 395 833 428 776 847 613 26 300 62 786 629 763 100 
key: 1793256508 rec:397 416 775 982 544 540 320 826 518 565 794 499 134 546 908 853 62 303 686 842 432 534 807 810 
key: 934618834 rec:869 596 815 984 696 324 382 465 451 716 361 343 37 187 861 602 981 360 88 879 620 941 293 924 
key: 343886628 rec:135 708 162 942 870 996 163 466 811 500 515 487 234 332 290 950 693 633 339 880 494 293 213 854 
key: 1245466382 rec:444 475 323 738 751 951 873 811 465 168 681 813 683 499 977 535 14 464 769 346 107 72 391 740 
key: 1776088411 rec:623 587 57 836 793 439 281 620 114 371 371 418 596 534 883 764 567 697 800 67 674 335 433 490 
key: 96617457 rec:132 949 529 523 690 292 147 629 349 335 422 140 968 43 255 339 766 25 936 653 260 52 220 957 
key: 198619204 rec:287 983 540 721 826 997 205 127 878 728 169 170 227 798 520 563 221 660 883 616 267 223 382 292 
key: 713355511 rec:35 553 563 608 862 768 895 198 660 968 376 9 173 503 887 254 673 57 481 823 929 396 44 942 
key: 1475952280 rec:12 209 855 747 854 366 134 759 281 742 973 401 638 171 413 958 899 422 484 755 661 90 780 71 
key: 429363923 rec:603 0 320 0 942 952 12 504 807 759 358 525 894 117 158 636 90 560 626 614 973 937 865 748 
key: 1752143421 rec:620 409 863 400 832 786 4 833 458 356 127 410 368 631 569 128 341 446 374 458 605 10 901 165 
key: 861838989 rec:867 490 926 732 238 699 705 0 562 457 832 348 461 17 807 169 497 569 538 128 139 18 470 585 
key: 574620392 rec:280 542 754 533 707 743 400 550 21 485 788 720 190 140 634 647 325 983 461 694 142 630 191 63 
key: 203845520 rec:320 554 538 142 492 930 422 34 685 308 94 780 708 644 802 545 784 522 87 925 157 735 602 492 
key: 1304438548 rec:296 986 530 840 49 51 512 956 589 654 448 872 428 482 557 88 576 337 797 220 139 694 5 14 
key: 428674782 rec:282 523 869 236 15 417 884 353 299 724 754 350 236 710 292 242 158 164 23 641 721 111 569 410 
key: 1805816260 rec:790 902 955 147 916 89 781 439 958 17 806 375 901 511 674 978 265 377 566 976 669 161 134 833 
key: 184794536 rec:127 906 999 697 316 260 839 570 567 986 486 8 767 277 966 136 435 693 37 946 719 367 212 96 
key: 770833934 rec:540 117 95 674 950 631 802 208 630 851 525 242 690 447 161 676 934 169 795 563 135 931 351 180 
key: 1344541320 rec:297 900 688 861 996 974 401 114 69 428 416 52 582 625 682 433 502 277 123 949 790 151 235 960 
key: 1191614946 rec:799 447 229 502 628 549 799 528 589 13 876 563 766 990 984 194 759 36 776 384 71 209 238 700 
key: 644834684 rec:539 490 835 775 450 781 926 250 362 428 878 264 579 758 853 944 634 769 711 977 105 257 736 142 
key: 1874412034 rec:472 565 595 710 265 632 249 107 467 376 558 601 302 160 963 82 38 227 14 796 433 958 430 554 
key: 1533803669 rec:407 659 927 495 801 313 967 718 260 29 335 892 631 443 712 7 353 313 662 513 628 96 551 856 
key: 642112110 rec:699 641 69 481 195 90 889 854 369 736 8 682 704 726 295 733 414 187 364 857 251 724 210 564 
key: 450395738 rec:723 193 834 626 401 945 325 394 366 806 589 456 47 795 826 784 803 860 840 882 155 573 648 695 
key: 1831545290 rec:505 946 366 67 863 104 790 408 290 768 161 235 93 555 601 251 144 410 651 291 588 435 447 448 
key: 1923775275 rec:681 956 200 329 651 842 834 949 560 901 164 664 43 572 955 811 733 542 256 640 496 859 136 258 
key: 1026253510 rec:428 846 297 875 294 924 556 250 125 885 253 319 71 555 880 324 719 896 367 644 203 530 729 746 
key: 1198911786 rec:370 594 645 858 852 508 286 698 805 513 344 730 421 947 207 658 200 878 729 107 758 53 179 7 
key: 1025042772 rec:175 210 302 904 308 440 626 902 86 485 106 946 123 804 751 637 501 833 410 448 392 69 0 271 
key: 910053150 rec:108 381 556 287 388 328 462 951 983 718 259 423 345 514 861 182 972 807 657 129 911 294 630 744 
key: 376875057 rec:78 137 126 78 760 628 186 141 184 825 882 865 639 833 848 358 444 623 55 310 485 589 283 644 
key: 770361246 rec:412 555 893 42 300 950 120 789 428 550 549 56 737 42 241 914 924 458 554 109 658 264 554 281 
key: 2025753319 rec:216 118 260 499 763 506 263 318 399 305 970 701 777 111 129 328 12 186 417 55 779 683 979 589 
key: 1988180237 rec:89 247 853 995 880 524 211 999 784 711 114 643 326 784 42 632 107 96 761 218 225 441 231 763 
key: 988992210 rec:286 894 894 617 835 483 58 82 337 53 315 213 617 314 998 680 780 641 6 564 35 638 23 131
