625    995    621    861    897	   639	  953	 505	530    8
726    306    680    390    857	   820	  75	 883	834    203
516    653    806    566    540	   573	  217	 6	831    347
591    931    216    649    273	   225	  695	 713	851    304
100    900    908    288    502	   810	  743	 654	762    222
334    296    141    856    188	   881	  130	 367	784    576
829    44     970    352    968	   47	  428	 234	740    164
884    629    982    756    42	   488	  229	 707	917    21
817    649    611    430    664	   958	  211	 934	685    794
119    1      864    951    133	   188	  13	 104	209    383
716    50     383    365    278	   312	  284	 724	776    362
434    20     166    425    883	   86	  594	 154	22     39
269    171    836    799    27	   911	  597	 749	834    123
793    900    51     743    848	   434	  467	 322	216    236
427    359    474    745    286	   426	  795	 846	140    936
319    134    731    637    587	   695	  668	 829	915    852
164    931    849    455    23	   218	  227	 212	380    380
675    13     972    452    93	   825	  411	 692	56     607
24     81     474    240    304	   462	  918	 12	554    310
98     963    123    973    4	   1	  913	 868	520    141
36     840    242    366    512	   99	  929	 294	225    207
351    177    600    427    249	   352	  305	 707	999    563
951    206    227    905    92	   885	  817	 247	713    358
224    32     842    338    866	   260	  443	 153	368    264
544    392    14     746    769	   934	  590	 275	457    730
771    543    137    577    792	   634	  825	 43	784    258
876    17     99     560    656	   408	  131	 900	118    213
661    924    485    823    979	   737	  201	 523	999    904
320    36     965    930    833	   556	  224	 578	301    579
854    678    630    262    777	   449	  213	 695	673    69
677    139    501    349    624	   677	  496	 539	356    213
993    442    338    980    536	   888	  63	 636	139    48
815    371    972    94	    331	   559	  695	 850	416    268
241    720    562    218    563	   631	  641	 392	116    610
800    33     146    59	    998	   815	  977	 675	944    853
788    206    802    508    133	   16	  371	 415	864    408
988    531    901    321    202	   501	  490	 821	956    59
446    473    328    221    205	   497	  598	 588	34     554
895    386    217    113    909	   726	  461	 999	142    914
970    526    989    225    880	   461	  378	 792	844    193
851    28     177    76	    389	   209	  798	 110	140    382
316    203    775    70	    630	   330	  793	 314	811    378
539    274    303    311    694	   42	  565	 196	755    804
510    318    582    241    877	   43	  304	 899	219    849
820    411    294    140    450	   315	  459	 591	167    999
379    149    527    957    24	   720	  338	 319	137    666
104    967    63     460    976	   789	  56	 297	794    712
793    691    647    456    203	   645	  277	 935	648    48
581    298    845    467    248	   797	  260	 396	218    343
355    449    687    406    584	   788	  21	 189	999    560
300    931    330    5	    664	   151	  330	 682	24     387
631    571    441    846    525	   276	  187	 678	532    689
669    749    980    183    321	   568	  435	 897	940    886
872    244    612    831    150	   357	  289	 621	203    332
706    926    533    622    765	   194	  49
312
