# Randomly generated 1000 points
 15.92 -25.28 -69.29 -23.33  -0.71
  2.52  86.04  44.43 -13.21  24.59
 11.25 -70.78 -81.56  57.95 -78.70
  6.40  56.28  79.46 -35.53 -40.74
 19.17   3.91  30.85 -72.29   5.67
  5.57  23.09  48.00 -91.43  91.66
  3.52  45.61 -26.26 -48.38  67.60
 19.61  19.49  78.30  33.94  87.37
  4.35  -7.45   4.07 -34.71  82.45
  1.06  57.12  28.21 -26.11 -52.55
 12.05   2.16 -26.31  97.63 -82.57
 17.62  46.52 -27.95  85.93  37.16
  4.35 -92.59  59.46  47.74 -52.15
  6.39  -4.47 -82.75  -5.64 -96.61
  7.61 -13.20  30.47  21.01  86.17
 17.00  36.47  81.55   1.42 -91.18
 18.91 -15.42  86.97  40.29 -36.24
  6.97  52.33  89.97  61.69   4.37
  9.30  33.68  21.28 -76.16  86.30
  1.05  66.49  14.76 -28.63  61.36
 12.66  18.84 -53.13  67.23 -88.04
 16.18  83.10  43.30  57.67   6.86
  6.25  88.98 -93.22  55.78 -56.56
  9.26 -86.99 -53.38  37.87 -18.09
 11.91 -28.03  87.17  53.44  89.39
  7.93 -22.05 -20.75  66.31  68.42
  4.82 -39.89 -54.05 -82.24  35.71
 16.41 -18.86  78.65 -93.83  20.94
  6.19  89.04  31.57  46.98  12.21
 17.68  82.61 -25.23  96.24 -29.01
 14.02   4.82  65.00   9.19 -24.78
 10.75  80.53  58.64  68.03  39.41
 10.58 -45.99  30.69 -14.95 -78.06
 19.07  23.98  98.67  80.90 -45.28
 15.92  99.30  53.45  -9.30 -30.52
  5.38 -42.32   8.24  51.51 -91.23
 11.46  89.44 -99.36  67.40  71.38
  7.70   4.52 -56.21 -35.00  25.68
  9.76 -61.17 -42.11  26.38 -99.16
 12.94  48.41   4.74 -30.80 -68.05
 12.93  10.47 -14.07  34.20  33.92
  2.76  98.47 -18.37   7.77 -81.96
 12.20  69.93  21.95  93.34 -56.65
  9.79 -51.63  -6.67  74.25  11.22
 10.84  78.66  77.30   9.68  26.90
 13.75 -66.70 -82.34  36.69 -60.34
 10.53  29.88 -19.28   1.30  99.19
  8.61  15.64 -32.80 -47.28 -21.83
  3.96  69.40  -9.35 -31.61  68.00
  7.50 -28.84  26.67  70.31 -89.56
 16.46 -22.77  58.80 -49.08 -19.10
 18.16 -83.66  45.29  80.93 -78.55
  4.36  64.63 -30.61 -92.36  93.23
  6.05  17.77  81.02  94.16 -86.55
  4.35  36.46  42.92  77.10  90.51
 14.94   2.47   1.05 -42.22  -0.15
  3.51 -87.06 -89.62  67.69 -44.27
  3.23 -19.76 -51.29  21.12  21.45
  6.92  50.27 -96.25 -27.94 -46.51
  2.16 -29.05  50.50  84.95 -88.80
  3.57  59.88  32.52  30.52  97.12
  1.62  70.33  33.59  -4.09 -64.97
  7.79 -65.20  25.77  62.82 -47.11
 13.16  93.49  94.02 -88.36 -98.25
  4.79  44.02   7.29  48.62  35.83
 16.06   6.31  57.13  12.73 -26.46
  3.33 -33.97 -29.80 -71.03 -21.96
  6.20  28.98 -76.35  85.75 -53.61
  8.98 -22.30 -48.10 -93.27  51.96
 15.79 -95.94  38.71 -93.84  95.83
  6.68  90.09  42.63 -11.06  52.40
 12.45  33.60 -43.66 -40.00 -93.32
  9.38  86.37  48.50   2.87 -36.30
 11.17  67.28 -78.90 -52.66  -4.37
  2.49 -54.73 -34.07  56.51 -63.36
  6.02  68.16  33.47  88.89  81.67
  8.03  66.70  96.80 -51.17  87.66
 15.43 -13.54 -92.06 -69.19  14.75
 17.81 -89.11  67.90  74.44 -84.40
 13.52  68.21 -61.92  21.59   5.83
  8.32  40.61  32.61  36.07 -46.57
  3.42 -61.78  32.11 -28.01  47.08
  3.52 -44.49 -15.46  67.91 -28.17
 17.14  89.41 -76.38  46.04  18.95
 16.83  31.62 -48.59 -10.18 -97.30
 13.57  38.81 -43.40  50.95 -32.10
  1.24 -53.08 -48.61  28.11 -76.44
 12.76 -30.94 -78.27  70.71  34.38
 10.53 -30.88  63.44 -58.34 -56.25
  6.05  49.98 -76.06  35.57  14.97
  6.79   6.20 -90.81  34.80  61.48
  7.48 -45.87   1.34 -56.37  65.29
  3.08  37.90  76.16  90.96 -45.65
 13.27  60.13 -84.30  94.96 -28.35
  3.52  40.41  84.22  56.63 -43.86
  2.91  37.15  87.63   1.75  32.77
 15.68 -67.78 -50.20  95.13 -70.67
  2.28 -29.37  60.26  74.06 -42.63
  8.22 -28.79  19.90 -70.93  27.21
  9.57 -86.90 -83.41 -80.77 -24.98
  7.79  47.64   3.24  31.21  53.82
  7.05 -95.54 -64.78 -59.07 -83.39
  5.01  -8.96  32.93   2.22 -34.55
  6.92 -75.87  99.89 -20.38   3.69
  4.29  48.43 -39.68   3.75 -51.20
 15.82  23.43  49.90  40.35 -84.94
 15.59  23.91 -54.04  74.43 -19.81
 15.03  93.19   4.20 -65.58  11.58
  8.90 -15.19 -79.63 -61.48  82.63
 15.02  -9.43  64.00  -9.38 -99.64
 13.17  44.86 -92.03  82.44 -92.51
 15.17 -36.44 -89.43  29.81  24.87
  3.54   1.40  12.16  -3.06  70.99
 18.62  45.41   0.16  45.22  64.52
  3.97  19.80 -45.32   5.09  58.26
 18.30  58.52  11.87 -16.89  13.91
  5.69  77.08  46.73 -26.99  -3.53
 16.66 -27.12  41.35   6.45 -43.61
 17.42 -32.94  83.13 -45.25 -89.24
  5.22 -46.57  29.57  72.28 -72.04
  7.32 -33.81  22.51  -7.66 -29.32
  8.36 -59.65  68.00 -74.30  34.84
 17.32  12.09  18.07  79.45 -41.68
 10.97  12.25 -13.47  64.35 -97.23
  9.85 -27.77  54.74  22.35 -66.81
 15.89  52.49  85.54  52.84  27.06
 14.90 -90.98 -67.72  78.63  10.87
 18.99 -18.61 -41.88  52.73   3.56
  8.30 -22.41   1.78 -77.00 -64.68
  3.42 -69.83 -80.38   7.27  61.11
  1.03 -64.82 -51.26  46.24  17.80
 17.88  55.58  41.76  -1.76 -87.93
 13.37  76.49 -58.07  19.40  91.17
  8.77  57.34  14.35 -66.55  78.15
 17.38 -70.42  99.77  -2.24  29.85
 10.86 -65.88 -66.66  75.56  42.61
  6.05  13.03 -82.51  60.50  -5.83
 12.39  58.52  58.25  76.41  97.02
 18.79 -58.72 -53.57  10.92  49.19
  5.08 -29.76 -21.03  14.17  80.36
  8.69  12.74   6.48 -57.74  94.52
  8.10  70.25  82.78 -34.47 -97.36
 11.02  80.80  71.01  15.04  29.41
  2.10 -17.93 -18.33  91.99  74.28
 11.61 -87.11   7.59 -80.53 -88.84
  1.43 -49.44  30.61  29.74  59.31
 11.25 -74.61 -53.36  99.97 -18.46
  7.20  41.00 -15.07  90.02 -12.40
  7.87 -53.96  30.63   6.89  11.50
 17.72  33.93 -26.81 -16.98  11.51
 16.77  18.40  59.46 -17.01  16.64
 17.65 -18.72 -71.31 -52.32  10.47
 16.97 -89.31  72.25  78.44  32.99
  1.93  82.79 -28.02 -83.73  26.74
  6.18  23.63  12.74 -29.39  12.79
  9.93  84.51  78.32  71.49 -27.49
 12.56 -25.76  25.59  12.57  42.61
  6.17  11.64  22.85 -90.42  59.01
  4.62 -53.15  76.63 -17.72  31.38
  8.15 -16.65  63.07  43.36  57.19
 16.38  -4.00 -76.99 -97.71  33.79
 11.38  66.91   0.08 -60.85  66.16
  4.14 -79.71  62.89 -36.20  26.83
  1.49 -99.14  28.05  50.19 -84.54
  5.12  31.25 -57.92  50.16 -55.29
 10.25  32.62  24.28  93.10 -99.70
  8.94 -40.45 -98.60 -88.94  -5.95
  2.84  95.24   2.35 -87.26   2.84
 19.39 -17.40  18.13   1.48  47.83
 10.23 -98.48  18.05  33.30   8.50
  2.97  48.52  73.29 -52.01  79.28
  4.45  14.37 -84.18 -70.35 -77.80
 17.22   0.77   0.26  33.45 -92.40
  9.36 -98.91 -16.69  43.05  28.82
 17.78  83.95 -84.96  57.63 -57.19
  2.53 -19.85 -41.94  71.25 -56.35
 19.13   4.54 -36.88 -86.93 -68.46
  4.33  -4.41 -63.53  85.33 -52.84
  2.47  20.04 -50.85 -48.56   5.81
 17.26  19.98 -34.23 -42.04  93.56
 13.64 -12.08 -56.92 -36.20  49.45
 14.85  -2.29  70.15  62.09  -8.62
 11.61  -7.95  18.38 -20.81 -60.99
 19.91 -59.07  47.97 -60.17  56.39
 17.13  12.87   5.30 -61.15  46.45
  7.25  17.68 -25.23 -87.87  81.49
  6.16  68.89 -95.34 -69.44  56.95
  9.17 -98.45 -86.26  56.05  16.17
 18.16 -53.35 -33.19  88.01 -52.50
  5.74 -47.51  48.64 -86.68  28.35
 19.10 -13.81  97.55  59.33 -30.18
 13.88 -22.55 -46.93  97.50  78.48
  1.86  95.58 -98.64 -74.28   4.32
 14.37  74.74 -47.94 -35.32 -21.79
  4.00 -55.63  43.59  72.22 -86.76
  2.72 -61.43  38.88  20.55  59.57
 19.83 -89.60 -67.22 -40.17  70.47
 12.44 -82.05 -81.23 -85.41  36.72
  4.84 -79.50 -45.36 -33.06  26.96
  1.61  59.31  66.95 -33.37   5.77
 10.57  93.45 -13.28  23.25  65.81
  6.62 -25.60 -72.38 -26.75 -26.95
 19.39 -61.58  81.63  77.37  84.74
 16.64  67.74  30.21 -70.01  14.61
 19.92 -76.17 -85.82  65.15  28.95
  8.43  21.54 -42.41 -98.68   3.76
 16.97 -32.05  69.77  89.04  -9.63
  9.60 -94.75 -64.77  84.85 -32.03
 10.21  34.48 -74.24 -96.03 -65.68
  7.45 -25.33   1.12   0.60  85.73
  4.85 -17.46   2.21 -76.17 -51.29
  8.12  15.67 -89.16 -66.60  58.53
 14.31  23.12 -18.15 -79.06  10.41
 15.97  26.12  -6.18 -50.87 -91.25
  1.43  -6.58  10.87  60.45  -4.11
  4.85  10.81  32.69 -32.45  92.07
  2.64 -40.42  71.64 -18.84 -63.83
 12.16  75.04 -67.21  19.47  70.49
  2.35  -0.62  86.93  55.89 -70.68
 14.60 -30.79  92.40  50.11  81.69
 15.26  62.62 -17.08   8.29  14.97
 19.40  77.54   1.18  -2.19 -59.39
  4.98 -57.38 -42.35 -37.33  15.58
  8.99 -84.53 -24.23  14.76  13.74
  4.17 -37.96  14.73   9.56  28.63
 12.71 -47.33  93.74 -19.19  75.15
 19.92 -55.77  12.17  -1.75 -26.48
 16.59  -0.18  82.54  59.76  61.24
 11.73  35.42 -83.71 -50.46 -41.42
  6.41  68.10 -54.38 -32.06 -71.00
 12.32 -92.62  56.17  14.86  29.93
 13.92 -49.21 -81.93 -33.58 -53.00
 10.29 -86.37 -51.40 -95.98 -72.72
  3.80  97.86 -93.58 -10.78  31.19
 12.17  21.42 -46.80  42.13 -73.36
 16.29 -91.64  17.88  11.30  16.82
 19.61 -14.41 -41.26 -10.25 -40.21
  6.51  -5.15  71.64  11.63 -63.41
 16.13 -22.88 -29.59  29.43  20.54
  6.41 -39.04 -73.43  59.91  72.29
  4.09  -0.14 -67.70  61.28  93.91
 12.73 -47.58 -14.42  51.81 -52.42
 14.93  11.08  87.22 -98.94  61.99
 14.82   6.65  45.37 -70.03 -66.56
 16.73  59.62  45.71  92.62 -23.24
 19.58 -58.37  62.87 -11.26  10.07
 11.48  36.93  47.13 -45.02  62.43
 14.53 -62.95 -13.86  93.70  52.93
 14.78  37.07 -21.97 -79.92 -23.41
 10.22 -94.86  39.72 -82.91 -69.03
 13.99  90.99 -63.18  84.07  68.06
 12.50   2.37  24.38 -48.81  86.73
 18.31  94.84 -39.45  11.03  10.65
 17.09 -36.23 -38.02 -89.97 -62.34
 10.29 -77.77 -39.33  79.18  44.71
 18.06 -43.47 -69.93  51.15 -59.56
  9.24  -5.95 -57.02 -55.29 -56.86
  1.42  47.95  43.29 -29.73   4.89
  6.62 -10.90  45.09 -16.02  47.39
  9.34   3.51  72.55 -39.85  55.74
  2.36  -7.58 -63.82 -57.64 -57.93
 13.47   4.38 -14.81 -61.42 -89.24
  4.71  -9.72 -46.17 -85.68  -1.37
  6.15  69.35  44.21 -11.80 -21.42
 12.47  -9.18  54.31  67.13  -0.50
 11.71  46.93  39.78   1.20  50.73
 16.56 -48.39 -76.07 -71.68 -69.00
  6.82 -91.11 -72.29  66.13 -41.69
  7.12 -27.46  23.10  28.76 -83.27
 19.73  21.00  16.45  -9.00  37.31
  3.34  18.65  41.45  38.10  61.83
 14.81  21.99 -57.53 -60.98  66.45
  2.59  97.19 -53.87  72.89  34.38
  9.85 -67.97 -14.24 -88.41  42.95
 17.48  61.81  66.96  90.69 -37.74
 16.61 -98.82 -51.24  90.43  94.38
  5.56  59.56 -72.41  12.49  46.88
 19.30 -48.26  16.46  29.68 -95.37
  3.03  -9.22  -7.06  12.39 -42.20
 19.20 -39.02 -38.83  43.37  90.68
  4.46 -96.15 -62.57  65.96 -18.41
  5.87  59.21  96.21  77.74   1.40
 10.10  94.96  68.33  10.10 -45.91
 10.59   8.70  28.07  96.71  32.21
  2.56  -5.34  74.07   6.53  44.97
 15.65  -0.40  31.74 -12.34  39.28
 10.52 -21.13 -39.70 -47.42 -80.68
 16.60 -92.80 -29.86 -50.24 -13.00
 13.27  88.56 -70.18  -2.40 -58.50
 14.57 -50.76   1.12 -64.67 -66.78
  8.61 -55.83 -61.05 -84.03  73.45
 17.65 -47.44 -61.97  42.82  22.73
  7.22  23.75  95.52  -9.46  55.68
 16.13 -35.96 -61.15 -82.66 -38.27
  4.99 -15.83  67.87 -29.81  34.96
 13.59  42.37 -51.98  -1.90  41.22
 10.69  50.10 -45.93  94.56 -47.05
 17.51 -43.31  73.59   2.50  87.14
 19.98 -97.36 -38.48 -93.49 -43.06
  6.97 -54.55  84.55  82.86  77.27
 12.53  58.14   5.77  92.46   3.07
 11.25  -1.45 -91.05   4.66 -16.62
  3.61  44.85 -69.56 -38.59  47.30
 15.92  99.23 -80.58 -64.08 -10.14
 18.19 -67.29  44.24  71.53 -42.93
  4.01 -26.58 -60.40   7.80  92.63
  9.22 -62.71  75.65  78.06  11.55
 19.60 -41.55  89.93  98.49  93.60
  5.24 -44.11 -42.28 -34.26  19.02
 13.19  23.33  27.77 -60.12 -56.35
 16.44 -28.36 -84.12  64.12  82.11
 10.00  -3.31 -98.17 -27.97 -69.41
  3.96  13.59 -31.62  63.23 -55.52
  5.34  20.08  29.61  39.37   6.83
 19.88 -61.13  34.71 -46.94   4.31
  7.87  22.43  78.00  88.39  65.71
 14.71 -78.82 -58.71  22.52 -30.57
 13.27  71.76 -43.64 -13.36 -65.25
  5.25 -78.62  18.92 -43.72  37.03
  5.91 -88.53 -40.42  21.42 -97.52
 15.28  76.19  -5.29  61.20 -72.87
  3.32  29.79  82.06  81.62 -58.34
 15.19 -16.04  25.60   4.36  94.88
  5.69 -19.73 -15.98  94.63  62.28
  5.13  69.59  25.02 -67.22 -55.43
  7.74  99.72 -32.54 -59.47 -88.13
  3.31  68.61  62.29  18.05   8.98
  7.59  27.53 -87.14  45.46  46.50
  1.35  41.90 -77.87  90.35  26.29
 16.88 -22.11 -40.92 -43.98  -6.11
 17.69  93.77  92.92 -76.54 -85.09
  3.89 -43.63  62.09  -4.87 -90.92
  9.27  56.90  -4.74  49.70  30.12
 18.10  36.64 -57.02  18.65 -63.70
  7.00  85.36  -8.19  30.55 -11.03
  8.43  54.81  99.15  41.20 -93.82
 11.98 -17.26  54.08  10.66  18.10
 10.29 -38.53 -15.61 -67.71  50.82
  8.27  24.93 -41.03 -69.63 -51.94
 11.17  59.91  12.64 -59.17 -39.55
 13.72 -81.06  96.83  71.35 -74.97
 17.76 -92.85 -32.53 -28.50  49.36
 14.89 -10.62  81.67 -66.25 -96.65
  1.45  58.57  34.98  83.71  78.65
 18.57  87.90  44.47  78.94 -71.95
 12.23  82.83  63.70 -73.58  94.26
 19.84  77.62  81.02  72.75 -85.30
  7.14  88.21   2.73  66.62  -4.99
  3.35 -79.69  29.08  98.89  22.93
  4.75 -97.77   2.89 -41.28  24.48
  5.68 -29.23 -83.56  16.25 -69.66
 16.81  -9.16  75.49  75.37  76.31
 14.34   6.55  -5.19  55.97 -84.28
  3.75  40.62  97.64  51.89  75.31
 10.32 -44.08  37.10 -88.05 -84.95
 11.78  46.55 -98.14 -44.98 -79.22
  7.31  59.57   1.19 -98.58  23.22
  8.95 -71.17 -20.15 -20.06  95.47
 12.06  57.47  66.11 -40.45  70.82
 14.39 -34.69  19.46 -93.97 -90.83
 10.71  39.76  31.23  94.11 -58.56
 11.98 -17.36  47.53 -59.43  82.81
 16.40 -34.23 -18.09  43.66 -65.25
  6.12 -48.99 -94.28 -18.76  24.77
 12.88 -71.54 -99.27  47.60 -11.57
 16.85  16.82  90.32 -97.68   8.28
 15.41 -70.59  20.64   9.45   2.19
 14.60 -32.90  57.65 -22.10 -51.95
  7.29 -95.98  40.48  90.50 -44.07
 14.94  24.11  63.95  99.68 -22.01
 11.30  85.53 -35.85 -49.21 -33.22
 14.03  30.54 -29.13 -81.09 -47.63
 16.97  73.01  79.29  14.32  14.15
 10.80  12.14 -82.83 -24.00  -5.87
 17.98  41.81   0.44  -2.66  94.25
 19.63 -61.17 -88.12  99.12  78.87
 17.92  39.23  93.70  41.15   4.61
  8.96  85.50 -61.59  21.13 -82.06
 15.66  94.40 -53.36 -63.73  53.55
 13.37  94.82 -67.31  34.97  51.54
 15.13  53.96 -90.92  32.41 -71.97
  1.47  35.14  85.54 -21.01 -88.41
  7.85  67.51 -90.95 -16.15 -83.94
  3.96  34.34  62.56  -0.12   8.04
 11.62  83.60 -63.12 -19.10  87.86
  5.47 -46.36 -11.72   9.83  40.69
  8.16  -6.19  20.80 -66.70   3.23
 15.00  84.27  29.50 -47.02 -33.03
 17.29  54.33 -85.45  79.65  84.13
 12.84  33.00 -28.71 -17.10  55.26
 11.84 -81.32 -55.38 -52.23  12.58
 10.69  81.55  12.49 -24.93  29.27
 12.53 -11.76 -23.00 -55.49  68.63
 14.24 -79.96 -65.02 -52.85  34.45
  4.45   6.98 -43.37  40.96 -16.04
  6.29  68.56   5.35  13.58  19.52
 13.60 -68.27 -67.29  81.26 -30.86
  2.89   5.03  51.58 -19.12 -21.24
 18.24  58.00  36.44  -7.37 -19.90
 15.05 -54.21 -15.63   7.23  11.83
 18.08  94.08  42.61  34.00 -31.15
 17.26   0.51 -14.14  56.15 -36.30
 12.54  91.71  79.93  82.57  50.15
 12.12  10.13  14.16 -89.02 -44.10
  8.22  63.02   6.27  27.88 -13.15
 11.92 -70.08 -67.08  69.10 -70.44
 11.98  59.41 -76.99  -6.19 -80.72
 19.20 -64.94  99.76 -26.12  20.43
  8.04 -56.27  47.92 -72.52  46.04
 18.87 -10.28 -20.41 -15.19 -25.23
 14.86 -48.34 -82.15 -65.38 -95.42
 17.68  59.01  -2.01  34.50 -96.16
 15.70 -20.94 -36.66 -28.55  37.26
 18.13  73.70 -58.38 -76.59 -56.49
  8.60  28.69 -61.97  58.68  -5.24
 11.07  38.55 -62.78  -7.00  27.03
 17.17  51.01 -60.80  14.40  91.48
 14.93  54.82 -94.49 -26.17 -46.38
 17.41 -18.77 -95.62  23.85  50.22
 15.33  -4.53  61.92  -6.02  17.90
 14.48  37.18  87.74 -91.20 -43.36
 10.85   7.44  11.97 -37.66  96.49
 16.11 -56.07  20.75  22.55  80.27
 14.00  39.97  17.18  10.56  24.47
  2.58 -99.23 -47.64  -7.28  41.40
 13.89  21.90 -43.04 -74.79  58.39
  2.84  29.24  87.11  40.18 -64.23
  5.49  86.78  18.28  58.03 -48.86
  8.67  28.95 -66.31  13.49 -64.78
 17.58 -86.52  57.25  37.93  61.06
 10.71  26.14 -83.06  53.00 -81.98
  2.31  -3.10  11.22 -15.80 -97.68
  1.10 -98.44  60.81  12.82  42.59
 19.33 -40.74 -71.32  38.25  99.47
  8.43 -83.58  26.68 -36.89 -51.24
 14.26  74.59 -77.02  83.94 -62.39
 11.94  71.03 -11.07 -74.28  78.57
 15.84   9.19  58.67 -54.10 -34.41
 16.89 -99.96 -12.82  85.28  71.45
 14.07  27.76 -76.53  66.65  94.98
 13.23  64.04 -57.76 -96.47 -36.17
  2.13 -88.63  18.65 -70.85 -10.37
  4.13  92.10 -69.68 -50.66 -39.89
  5.22  59.28  76.34 -31.75 -78.92
 19.38 -23.30 -60.02  60.70 -70.63
  7.24 -32.89 -42.49  96.38   3.60
  7.31 -44.68  88.54  61.46   0.12
 17.81  -2.31 -58.30  43.13  62.20
  4.42  27.51  43.44  65.33  -5.55
  9.47  87.41 -55.74   0.79 -62.95
 10.35  65.08 -89.11  79.02 -25.96
  4.75  97.74  11.39  96.82  14.92
 18.60 -44.36 -56.30 -54.51  15.75
  4.47  60.41  85.49 -63.23  91.05
  7.60 -31.56  46.27  -4.12  35.68
  6.77 -55.28 -94.10 -73.63 -87.82
  1.82 -92.54 -28.03  65.92  21.66
 11.22  58.37 -66.77  78.98 -96.35
  7.02  93.84 -87.19   8.69  87.39
